event_id,year,true_label,lightgbm_prediction,rf_prediction,rf_correct,lightgbm_correct,outcome
2022-0695-BGD,2022,Moderate,Low,Low,False,False,both_wrong
2022-0699-COL,2022,Moderate,Low,Low,False,False,both_wrong
2022-0700-IDN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0709-IND,2022,High,Moderate,Moderate,False,False,both_wrong
2022-0815-BRA,2022,Low,Low,Low,True,True,both_correct
2022-0830-COD,2022,Moderate,High,Moderate,True,False,rf_only_correct
2022-0836-COD,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0751-PSE,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0752-PAK,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0753-IRQ,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0793-BRA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0803-IDN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0804-FRA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-9436-UGA,2022,Extreme,Low,High,False,False,both_wrong
2023-0003-NGA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0015-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0047-IRN,2023,Low,Low,Low,True,True,both_correct
2023-0050-CHL,2023,Moderate,Low,Low,False,False,both_wrong
2023-0061-PAK,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0066-PER,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0068-ZMB,2023,Low,High,High,False,False,both_wrong
2023-0073-IDN,2023,Low,Low,Low,True,True,both_correct
2023-0075-AUT,2023,Low,Low,Low,True,True,both_correct
2023-0080-ZAF,2023,Moderate,Low,Low,False,False,both_wrong
2023-0084-PAN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0092-BRA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0188-PHL,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0095-MDG,2023,Moderate,Low,Low,False,False,both_wrong
2023-0133-IDN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0145-COL,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0154-BGD,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0155-ECU,2023,Moderate,Low,Low,False,False,both_wrong
2023-0155-PER,2023,Low,Low,Low,True,True,both_correct
2023-0159-PAK,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0172-SOM,2023,Moderate,Low,Low,False,False,both_wrong
2023-0175-BOL,2023,Low,Low,Low,True,True,both_correct
2023-0192-USA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0203-BRA,2023,Low,Low,Low,True,True,both_correct
2023-0204-BRA,2023,Low,Low,Low,True,True,both_correct
2023-0208-PAK,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0217-TUN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0226-TZA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0328-PAK,2023,Moderate,High,High,False,False,both_wrong
2023-0457-NER,2023,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2023-0247-AGO,2023,Moderate,Low,Low,False,False,both_wrong
2023-0248-MMR,2023,Low,Low,Low,True,True,both_correct
2023-0254-BGD,2023,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2023-0262-UGA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0274-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0283-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0288-USA,2023,Low,Low,Low,True,True,both_correct
2023-0300-JPN,2023,Low,Low,Low,True,True,both_correct
2023-0300-TWN,2023,Low,Low,Low,True,True,both_correct
2023-0305-CMR,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0331-IND,2023,Low,Low,Low,True,True,both_correct
2023-0332-USA,2023,Low,Low,Low,True,True,both_correct
2023-0334-KAZ,2023,Moderate,Low,Low,False,False,both_wrong
2023-0352-ZAF,2023,Low,Low,Low,True,True,both_correct
2023-0362-CHL,2023,Low,Low,Low,True,True,both_correct
2023-0389-DOM,2023,Low,Low,Low,True,True,both_correct
2023-0401-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0404-NGA,2023,High,High,Moderate,False,True,lightgbm_only_correct
2023-0440-KOR,2023,Moderate,Low,Low,False,False,both_wrong
2023-0444-GRC,2023,Low,Low,Low,True,True,both_correct
2023-0625-ITA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0417-CHN,2023,Moderate,High,High,False,False,both_wrong
2023-0426-USA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0430-ZAF,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0438-AUT,2023,High,Low,Extreme,False,False,both_wrong
2023-0438-CYP,2023,High,Low,Extreme,False,False,both_wrong
2023-0438-CZE,2023,High,High,Extreme,False,True,lightgbm_only_correct
2023-0438-DEU,2023,Extreme,Extreme,High,False,True,lightgbm_only_correct
2023-0438-ESP,2023,Extreme,Low,Extreme,True,False,rf_only_correct
2023-0438-FIN,2023,High,High,High,True,True,both_correct
2023-0438-GRC,2023,Extreme,High,Extreme,True,False,rf_only_correct
2023-0438-ITA,2023,Extreme,Low,Extreme,True,False,rf_only_correct
2023-0438-LTU,2023,High,Low,Extreme,False,False,both_wrong
2023-0438-MLT,2023,Moderate,Low,Extreme,False,False,both_wrong
2023-0438-NOR,2023,Moderate,High,High,False,False,both_wrong
2023-0438-ROU,2023,Extreme,Low,Extreme,True,False,rf_only_correct
2023-0438-SVK,2023,High,High,Extreme,False,True,lightgbm_only_correct
2023-0438-SVN,2023,Moderate,High,High,False,False,both_wrong
2023-0438-SWE,2023,Moderate,High,High,False,False,both_wrong
2023-0628-NGA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0464-CHN,2023,Moderate,Low,Low,False,False,both_wrong
2023-0466-ITA,2023,Low,Low,Low,True,True,both_correct
2023-0466-ROU,2023,Low,Low,Low,True,True,both_correct
2023-0466-SRB,2023,Low,Low,Low,True,True,both_correct
2023-0470-SEN,2023,Moderate,High,Moderate,True,False,rf_only_correct
2023-0472-RWA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0484-PHL,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0510-MNG,2023,Low,Low,Low,True,True,both_correct
2023-0512-BGD,2023,Low,Moderate,High,False,False,both_wrong
2023-0534-USA,2023,Low,Low,Low,True,True,both_correct
2023-0562-IRN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0563-MDG,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0580-DZA,2023,Low,Low,Low,True,True,both_correct
2023-0582-BGR,2023,Low,Low,Low,True,True,both_correct
2023-0582-GRC,2023,Moderate,Low,Low,False,False,both_wrong
2023-0583-IRQ,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0584-ZAF,2023,Moderate,Low,Moderate,True,False,rf_only_correct
2023-0588-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0594-PAK,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0603-BRA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0732-HND,2023,Low,Low,Low,True,True,both_correct
2023-0747-BRA,2023,Low,Low,Low,True,True,both_correct
2023-0754-VNM,2023,Low,Low,Low,True,True,both_correct
2023-0757-YEM,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0760-BOL,2023,Moderate,Low,Low,False,False,both_wrong
2023-0773-PER,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0774-MEX,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0783-BOL,2023,Moderate,Low,Low,False,False,both_wrong
2023-0797-TZA,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0799-THA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0802-PHL,2023,Low,Low,Low,True,True,both_correct
2023-0804-BGR,2023,Low,Low,Low,True,True,both_correct
2023-0804-DEU,2023,Low,Low,Low,True,True,both_correct
2023-0804-RUS,2023,Low,Low,Low,True,True,both_correct
2023-0804-UKR,2023,Moderate,Low,Low,False,False,both_wrong
2023-0827-COD,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0831-ARG,2023,Moderate,Low,Low,False,False,both_wrong
2023-0831-URY,2023,Low,Low,Low,True,True,both_correct
2023-0838-CHN,2023,High,Low,Low,False,False,both_wrong
2023-0844-AGO,2023,Moderate,Low,Low,False,False,both_wrong
2023-0854-THA,2023,Low,Low,Low,True,True,both_correct
2023-0857-COD,2023,Moderate,High,High,False,False,both_wrong
2023-0858-COD,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0867-ZMB,2023,High,Low,High,True,False,rf_only_correct
2023-0879-MYS,2023,High,Low,High,True,False,rf_only_correct
2023-9706-BOL,2023,Moderate,Moderate,Moderate,True,True,both_correct
